CUOC,Descripcion_CUOC
71222,"Instalan, mantienen y reparan suelos de alfombra, pisos de madera, linóleo, vinilos, y otros materiales en edificaciones residenciales, industriales y comerciales, para decoración u otros propósitos. Se pueden desempeñar en compañías constructoras, entre otros."
71230,"Revisten y enlucen muros y techos de las edificaciones; aplican recubrimientos de yeso y materiales similares para los interiores, exteriores de las estructuras, paneles de yeso y otros materiales; decoran con adornos de estuco. Se pueden desempeñar en compañías de construcción, entre otros."
71240,"Instalan y reparan material aislante, térmico y de insonorización en calderas, tuberías, instalaciones de ventilación, refrigeración y calefacción en paredes, pisos y techos de edificaciones y otras estructuras para prevenir el paso del frío, calor, sonido o fuego. Se pueden desempeñar en compañías constructoras, entre otros."
71250,"Miden, cortan, montan e instalan vidrios, cristales y espejos en residencias, edificios comerciales e industriales y a otras estructuras; en vehículos, muebles y otros productos. Se pueden desempeñar en empresas constructoras, vidrierías, entre otros."
71261,"Instalan, reparan, ajustan y mantienen tuberías, equipos, accesorios y piezas de plomería utilizados en la distribución de agua, sistemas de desagüe, calefacción, refrigeración, ventilación, entre otros, para construcciones residenciales, comerciales e industriales. Se pueden desempeñar en departamentos de mantenimiento de fábricas, plantas y establecimientos similares, entre otros."
71262,"Instalan, mantienen y reparan redes y sistemas de tuberías para la conducción de agua, agentes químicos, espuma y dióxido de carbono para la extinción de incendios en instalaciones residenciales, comerciales e industriales. Se pueden desempeñar en departamentos de mantenimiento, fábricas, plantas y establecimientos de sistemas de extinción, entre otros."
71263,"Instalan, verifican, reparan, ajustan, mantienen y ponen en funcionamiento redes de suministro de gas, accesorios y artefactos de la red en residencias y establecimientos especiales, comerciales e industriales, realizan procesos de gasificación y puesta en servicio de sistemas de suministro de gas. Se pueden desempeñar en empresas distribuidoras de gases combustibles o medicinales e industriales, constructoras, entre otros."
71264,"Realizan instalaciones, mantenimiento preventivo y correctivo de equipos, redes de abastecimiento y distribución de agua y gas en la parte exterior y subterránea de la tubería maestra. Se pueden desempeñar en plantas de tratamiento de agua y compañías distribuidores de gas, entre otros."
71270,"Instalan, ensamblan, mantienen y reparan los sistemas o equipos de climatización (aire acondicionado, calefacción y/o ventilación) y refrigeración en residencias, establecimientos comerciales e industriales. Se pueden desempeñar en establecimientos que prestan este tipo de servicios, entre otros."
71310,"Preparan las superficies y cubiertas de edificaciones y otras estructuras para aplicar pintura, instalar papel de colgadura y otros materiales protectores y decorativos para dar acabados a superficies interiores, exteriores y techos de edificaciones y otras estructuras. Se pueden desempeñar en compañías constructoras, entre otros."
71320,"Utilizan lijas, brochas y equipos rociadores de pintura y barnizado para aplicar revestimientos de protección sobre artículos manufacturados o diferentes superficies y estructuras metálicas y no metálicas; dan el acabado a productos y vehículos de conformidad con colores y especificaciones. Se pueden desempeñar en empresas manufactureras, fábricas, talleres de pintura automotriz, entre otros."
71330,"Lavan y limpian los exteriores de edificaciones, chimeneas y otras estructuras de edificaciones residenciales, comerciales e industriales. Se pueden desempeñar en compañías de servicios de limpieza especializada, entre otros."
72110,"Fabrican moldes y machos para vaciar metal fundido y operan hornos en la industria de fundición. Se pueden desempeñar en empresas de fundición, talleres industriales, empresas fabricantes de productos metálicos, entre otros."
72120,"Soldan y cortan piezas de metal utilizando maquinarias que producen unas llamas de gas, un arco eléctrico y otras fuentes de calor que les permite fundir, cortar y soldar el metal. Se pueden desempeñar en compañías que fabrican estructuras metálicas, recipientes a presión, calderas, maquinaria pesada y barcos, talleres de soldadura y otros establecimientos industriales, entre otros."
72131,"Fabrican, ensamblan, instalan y reparan productos en metales como: acero, aluminio, cobre, estaño, latón, zinc, entre otros. Se pueden desempeñar en industrias o talleres de fabricación de productos en lámina de metal, calderas, compañías constructoras de barcos y establecimientos industriales, entre otros."
72132,"Reparan y restauran partes averiadas de la carrocería, partes estructurales e interiores del vehículo. Se pueden desempeñar en concesionarios, talleres de reparación de carrocerías de vehículos, ensambladoras, entre otros."
72140,"Fabrican, ensamblan, montan y desmontan piezas, elementos y estructuras metálicas de edificios y otras estructuras. Se pueden desempeñar en empresas de fabricación de estructuras metálicas, entre otros."
72151,"Montan equipo para mover y posicionar equipos, componentes estructurales, carga y descarga de materiales; inspeccionan aparejos y demás elementos del izaje. Se pueden desempeñar en empresas públicas y privadas, constructoras, compañías transportadoras de carga, agencias y líneas marítimas, entre otros."
72152,"Instalan, empalman y mantienen los cables, cuerdas y alambres en sistemas de distribución y transmisión de energía eléctrica, aérea y subterránea que se utilizan en obras de construcción, edificios y otras estructuras. Se pueden desempeñar en compañías de generación, transmisión y distribución de energía, empresas de servicios públicos, entre otros."
72210,"Forjan y curvan barras, varillas, lingotes y chapas de hierro, acero u otro metal para fabricar herramientas, piezas de maquinaria, accesorios ornamentales, puertas, ventanas y otras estructuras; elaboran el diseño ornamental y unen las partes con diferentes medios. Se pueden desempeñar en fábricas de productos de metal, industrias de maquinarias, entre otros."
72220,"Fabrican y reparan herramientas hechas a medida y herramientas especiales, así como armas de uso deportivo, cerraduras, modelos, matrices, troqueles, componentes de maquinarias y otras piezas de metal utilizando herramientas de uso manual y mecánicas con gran precisión. Se pueden desempeñar en industrias manufactureras, cerrajerías, talleres industriales, fabricantes de herramientas y troqueles, entre otros."
72230,"Regulan y operan una variedad de máquinas y herramientas convencionales semiautomáticas o automáticas que cortan y pulen partes o productos de metal o materiales similares con dimensiones precisas, cumpliendo la normativa de seguridad y medio ambiente. Inspeccionan las partes o piezas mecanizadas para mantener estándares de control de calidad. Se pueden desempeñar en empresas metalmecánicas, compañías fabricantes de maquinaria, equipos mecánicos, motores para vehículos, partes para carros, motocicletas y aeronaves, entre otros."
72240,"Pulen, bruñen, desbastan y remueven excedentes de material sobrante en piezas fundidas, superficies y productos metálicos, así mismo, afilan herramientas que se emplean en el trabajo de metales, madera y otros usos de forma manual o con maquinaria. Se pueden desempeñar en fábricas de estructuras metálicas, de maquinaria pesada, talleres de fundición, empresas de fabricación de productos metálicos, entre otros."
72310,"Inspeccionan, diagnostican, reparan, prueban y dan mantenimiento a motores, partes, sistemas y componentes electromecánicos de automóviles, híbridos, buses, camiones y otros vehículos livianos de motor. Se pueden desempeñar en talleres de mecánica automotriz, talleres de servicio automotor, entre otros."
72320,"Ajustan, mantienen, reparan y revisan sistemas y motores de aeronaves, ensamblan sistemas hidráulicos, neumáticos y estructurales; montan y sustituyen piezas; desmontan los motores para proceder a una revisión completa y ejecutan otros trabajos de mantenimiento como engrasar las piezas móviles y examinar los frenos. Se pueden desempeñar en empresas de mantenimiento, aeronáutica, aerolíneas y fuerzas armadas, entre otros."
72331,"Instalan, ensamblan, montan, mantienen y reparan maquinaria industrial y equipo mecánico, con el fin de mejorar el funcionamiento de los activos industriales de acuerdo con condiciones técnicas de operación. Se pueden desempeñar en fábricas maquinaria industrial, plantas manufactureras, entre otros."
72332,"Instalan, ajustan, ensamblan, montan, mantienen y reparan equipo móvil de labor pesada, utilizado en construcción, agricultura, minería y actividades similares. Se pueden desempeñar en empresas que poseen y operan equipo pesado, distribuidores y establecimientos que alquilan y prestan servicios de equipo pesado, entre otros."
72333,"Asesoran el montaje en producción, brindan asistencia, ajustan, instalan y realizan mantenimientos preventivos y correctivos a los equipos y maquinaria de la industria textil, de confección, de cuero, de calzado y marroquinería. Se pueden desempeñar en empresas de fabricación textil, confección, cuero, calzado y marroquinería, entre otros."
72334,"Apoyan a los oficiales y jefes en la operación, cuidado, mantenimiento, ajuste, instalación, reparación y mantenimiento de máquinas y equipo auxiliar a bordo de barcos y demás artefactos navales y fluviales. Se pueden desempeñar en compañías de transporte marítimo, entre otros."
72335,"Realizan actividades de apoyo en la automatización e instrumentación industrial relacionadas con alistamiento, mantenimiento e instalación de instrumentos de medición y control de procesos. Se pueden desempeñar en empresas de ingeniería, servicios, consultoría, procesos industriales, industrias de manufactura, centros de desarrollo tecnológico, entre otros."
72340,"Reparan, mantienen, calibran o fabrican equipos mecánicos y afines de bicicletas, triciclos, cochecitos de niño, sillas de ruedas y medios de transporte no mecanizados similares. Se pueden desempeñar en bicicleterías, talleres de reparación y mantenimiento especializado, entre otros."
73110,"Fabrican, calibran, reparan, mantienen, ajustan e instalan relojes mecánicos de todo tipo; y otros instrumentos y aparatos de precisión que tengan aplicaciones náuticas, meteorológicas, ópticas y de otra índole, y los ajustan para su correcto funcionamiento. Se pueden desempeñar en empresas de ingeniería, servicios, consultoría, procesos industriales, industrias de manufactura, relojerías, entre otros."
73120,"Construyen, ajustan, restauran y afinan instrumentos musicales teniendo en cuenta parámetros del comportamiento acústico según el tipo de instrumento, empleando herramientas manuales o mecánicas y técnicas estandarizadas o tradicionales de transformación de materias primas, ensamble y reparación. Por lo general se especializan en un tipo de instrumento: de cuerda, viento, percusión, lengüeta, entre otros. Se pueden desempeñar en talleres o fábricas de reparación y mantenimiento de instrumentos musicales, entre otros."
73140,"Identifican, preparan y formulan la pasta cerámica, adaptan herramientas y utensilios para elaborar piezas que pueden ser utilitarias, decorativas o artísticas, emplean técnicas de modelado manual y con ayuda de tornos y tornetas, reproducen piezas con moldes, pulen, y aplican diferentes técnicas de acabado a las piezas cerámicas, dan acabado a la cerámica con técnicas de vidriado, bruñido, mosaico o decoración con minerales, manejan curvas de temperatura y equipos de cocción cerámica para el horneado de sus piezas. Se pueden desempeñar en talleres u organizaciones, entre otros."
73151,"Soplan, prensan, pulen y operan maquinaria de función simple para fabricar, moldear y acabar vidrio. Se pueden desempeñar en empresas productoras de vidrio, fabricantes de productos de vidrio, entre otros."
73152,"Seleccionan, cortan, pulen, funden, soplan, decoran y ensamblan el vidrio mediante técnicas de soplado, vitrofusión, vitralería y mosaico, decorado con técnicas de grabado, talla o pintura (grisalla) para conformar piezas utilitarias, decorativas o artísticas. Emplean hornos, calderas y sopletes para procesos de soplado (a la caña y al soplete) y vitrofusión. Se pueden desempeñar en talleres, empresas artesanales u organizaciones, entre otros."
73160,"Decoran artículos de madera, metal, fibras textiles, vidrio, cerámica y otros materiales. Trazan y pintan letras, figuras, monogramas y diseños para confeccionar rótulos. Graban motivos ornamentales y florales en vidrio y otros artículos. Se pueden desempeñar en talleres, empresas productoras, entre otros."
73211,"Realizan labores especializadas como pruebas de impresión, formato, acabados, despachos, revisión de calidad, inventario de archivo de planchas e insumos, al igual que otros procesos de impresión y de representación en medios visuales. Se pueden desempeñar en encuadernadoras, empresas comerciales de impresión, periódicos, revistas, departamentos de impresión y encuadernación, entre otros."
73212,"Preparan materiales necesarios para procesos de prensa, impresión y representación en medios visuales, teniendo en cuenta parámetros de control de calidad y órdenes de trabajo. Se pueden desempeñar en empresas de impresión comercial, periódicos, revistas, entre otros."
73220,"Preparan y operan diversos tipos de máquinas litográficas, flexográficas, serigráficas, de impresión digital, entre otras, para imprimir piezas gráficas, publicomerciales, editoriales y empaques como periódicos, libros, impresiones de seguridad sobre diferentes materiales y textiles. Se pueden desempeñar en empresas de impresión comercial, periódicos, revistas, en empresas públicas y privadas que cuentan con departamentos de publicaciones entre otros."
73230,"Preparan, operan o atienden máquinas, equipo o unidades computarizadas que encuadernan y dan acabado al material impreso. Están incluidos los trabajadores que realizan las operaciones de acabado en industrias de fabricación de papel, de empaque, de cartón y laminación. Se pueden desempeñar en encuadernadoras, empresas comerciales de impresión, periódicos, revistas y otras empresas de publicaciones y establecimientos tanto del sector público como del privado con departamentos de impresión y encuadernación, entre otros."
73310,"Elaboran objetos artísticos, utilitarios y decorativos con la disposición ordenada de los hilos en diferentes combinaciones de urdimbre y trama sobre variados tipos de telares; desde los más sencillos marcos (telares verticales) hasta los más complejos como telares horizontales de dos, cuatro y hasta ocho marcos. Mediante el uso de técnicas manuales de tejido plano, obtienen telas tales como: paños, sedas y objetos utilitarios como chumbes, hamacas, mantas, fajas, cobijas, cortinas, individuales y manteles, entre otros, aplican diferentes acabados a los objetos elaborados según técnica de tejido o anudado. Se pueden desempeñar en talleres, empresas, entre otros."
73320,"Elaboran objetos utilitarios y decorativos con fibras animales, vegetales o sintéticas de manera manual ayudados con diferentes tipos de agujas y técnicas de tejido dentro de las que se encuentran: el tejido de punto o tricot, el ganchillo o crochet y el tejido con aguja de ojo, que para el caso y de acuerdo con la etnia, se elaboran diferentes tipos de puntadas y diseños. Mediante el ejercicio de esta función se obtienen mochilas, bolsos, guantes, prendas de vestir, gorros, ruanas y chales, entre otros. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros."
73330,"Elaboran prendas de vestir y accesorios tejidos con diferentes materiales de origen natural y sintético; mediante el uso de técnicas de anudado, tejido con bolillo y tejido con navetas para la elaboración de encajes y piezas de pasamanería, tejido y ensartado con cuentas y mostacillas para la elaboración de accesorios. Embellecen las prendas o tejidos con el uso de hilos, cintas, lentejuelas, canutillos o pedrería, que son adheridos a la tela mediante técnicas de bordado y técnicas de calado de telas. Para el caso de los bordadores artesanales, se encuentra otra variedad en el oficio y es la técnica de aplicación de tela sobre tela con la superposición de telas y retazos de colores, evidente en la elaboración de molas indígenas, tapices, colchas, cojines, almohadones y algunos productos de lencería. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros."
73410,"Utilizan fibras vegetales duras y semiduras para elaborar cestos, individuales, canastos, contenedores y muebles cuya técnica de elaboración requiere de la disposición ordenada de las fibras en urdimbre y trama o solo en urdimbre para la conformación de las piezas. Se pueden presentar diferentes técnicas de cestería en la elaboración de los productos; dentro de estas se encuentra la cestería tejida, cestería cosida, cestería por moldeo, cestería sobre base y dentro de ellas a su vez diferentes tipos de tejido que cambian de acuerdo con las características del material, a la comunidad que la teje y al contexto cultural desde donde se elaboran. En la conformación de muebles tejidos, los artesanos emplean materiales de soporte que son ensamblados de acuerdo con el comportamiento estructural del tejido y a la carga que van a soportar. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros."
73420,"Transforman fibras vegetales que obtienen de las cortezas, los tallos y las hojas de las plantas y que son dispuestas en paños, tiras e hilos para ser tejidas a mano en cintas o dispuestas mediante técnicas de tejido en la elaboración total de un sombrero. Utilizan herramientas manuales, máquinas simples o máquinas con motor como: agujas de ripiado y de costura, cuchillos, tijeras, rayadores, tarjas tipo compás, hornos para estufado o blanqueado, mazos, hormas y máquinas de costura en los casos de los sombreros tejidos a partir de cintas. Algunos de los artesanos aplican procesos de tinturado a las fibras con pigmentos naturales obtenidos de las plantas o con colorantes industriales. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros."
73510,"Elaboran y dan acabado a productos artesanales de madera con la ayuda de técnicas de talla, calado y ensamble, para elaborar de forma manual piezas utilitarias y decorativas como tallas escultóricas figurativas, objetos de uso ceremonial, bancos, bastones, bateas, máscaras, arte religioso, frisos, cabezales de mobiliario y otras piezas artesanales. Se pueden desempeñar en talleres de madera, carpinterías, entre otros."
73520,"Embellecen y dan acabado a piezas de madera talladas, torneadas o elaboradas mediante procesos de ebanistería, utilizando técnicas de decorado superficial como barniz de pasto, enchape con fibras vegetales, chapillas de madera, laminillas de oro y plata, al igual que decorados con técnicas pictóricas y decorados incrustados dentro del cuerpo de la pieza artesanal. Se pueden desempeñar en talleres de madera, carpinterías, entre otros."
73610,"Diseñan, modelan y realizan prototipos en software 3D y/o manualmente para transformar los metales y gemas, funden y transforman metales, ensamblan, reparan, restauran y avalúan joyas con la ayuda de procesos manuales e industriales, mecánicos, electroquímicos, térmicos de observación y evaluación. Realizan procedimientos de afinación, aleación, fundición, microfundición, laminado, trefilado, troquelado, recocido, corte, soldadura, armado, repujado, engastado de materiales naturales, sintéticos y compuestos y avalúan las joyas. Se pueden desempeñar en joyerías, relojerías, entre otros."
73620,"Cortan, funden, ensamblan y transforman metales preciosos, no ferrosos y otros metales para elaborar piezas utilitarias como juegos de té y café, bandejas, jarras, salseras, candelabros, marcos de espejos, portarretratos, figuras, trofeos y elementos de culto como cruces, cálices, custodias, copones, vinajeras, vineras, platos y otros, aplicando procesos mecánicos y térmicos. Se pueden desempeñar en talleres de orfebrería, entre otros."
73630,"Elaboran pulseras, anillos, collares, broches y demás, con la aplicación de técnicas de joyería, ensamble, técnicas mixtas afines y el uso de metales no preciosos y no ferrosos como el cobre, bronce, zinc, alpaca, níquel, cobalto, aluminio y acero, los cuales combinan en diferentes grados de aleación, y los procesan mediante fundición, forja, recorte, hilado, laminado, grabado, soldado, modelado, doblado, repujado y cincelado o retorcido de hilos de metal que complementan con engaste de piedras semipreciosas y otros materiales como hueso, conchas, carey y coco. Se pueden desempeñar en talleres de bisutería, empresas manufactureras, entre otros."
73700,"Transforman el cuero de curtición vegetal, mixta o al cromo, con técnicas manuales y con ayuda de equipos, herramientas y utensilios adaptados en procesos de corte, desbaste, preformado, prearmado y entintado de bordes, además de emplear técnicas de decorado y acabado artístico en artículos de cuero. Se pueden desempeñar en talleres artesanales de cuero, marroquinerías, entre otros."
73910,"Elaboran máscaras, títeres, lámparas, objetos utilitarios de escritorio, agendas, hojas de papel, cartones, empaques y tarjetas, por medio de la implementación de técnicas tales como papel maché, cartapesta y conformación de papeles y cartones artesanales, a partir de materiales reciclados y de fibras vegetales. Se pueden desempeñar en talleres artesanales, empresas de elaboración artículos en papel, entre otros."
73920,"Diseñan, cortan, modelan, moldean, ensamblan y conforman piezas utilitarias, decorativas o artísticas a partir de la transformación del metal en barra o en láminas con el uso de técnicas de modelado en frío, caliente y soldadura. Se pueden desempeñar en talleres de artesanías en metal, entre otros."
73930,"Elaboran objetos a partir del procesamiento de hilos de origen vegetal extraídos de hojas, tallos, cortezas y raíces, al igual que la identificación, recolección, selección y procesamiento de semillas y cortezas vegetales algunas veces mezcladas con madera u otros materiales para elaborar bandejas, centros de mesa, cucharas, pasaboqueros, individuales, muñequería, lámparas y accesorios tales como bolsos, collares, pulseras o anillos y demás. Se pueden desempeñar en talleres de tejido artesanal, entre otros."
73991,"Identifican, seleccionan, cortan y disponen bloques de piedra, carbón mineral o sal de roca, con la ayuda de herramientas manuales, electro manuales y neumáticas, para elaborar modelos a escala, piezas utilitarias, decorativas o artísticas, bajo la implementación de técnicas de tallaje, cincelado, pulimento, grabado y/o ensamble. Se pueden desempeñar en talleres líticos, empresas de manufacturas, entre otros."
73999,"Esta ocupación abarca a Artesanos de otros materiales no clasificados en otras ocupaciones del Grupo Primario 7543 Artesanos de otros materiales no clasificados en otras ocupaciones. Por ejemplo, incluye aquellos que elaboran objetos utilitarios o decorativos en otros materiales de origen natural o sintético tales como cacho, pezuña, tela, parafina, jabón, porcelanicron, empleando técnicas de corte, afieltrado, modelado, moldeado, costura y ensamble. Se pueden desempeñar en talleres artesanales, empresa de manufactura, entre otros."
74111,"Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros."
74112,"Ayudan a los trabajadores que realizan labores de instalación, mantenimiento y reparación de equipos, accesorios y estructuras eléctricas tales como: redes eléctricas, subestaciones, transformadores y tableros eléctricos. Se pueden desempeñar en empresas manufactureras, talleres de mantenimiento eléctrico, entre otros."
74121,"Instalan, mantienen, prueban y reparan sistemas eléctricos de aeronavegación, componentes eléctricos de vehículos automotores, redes eléctricas, equipos de generación eléctrica, subestaciones, transformadores, sistemas de distribución y transmisión de energía, controles y tableros eléctricos. Se pueden desempeñar en establecimientos industriales, empresas de mantenimiento, aeronáutica, aerolíneas, fuerzas armadas, compañías de transmisión y distribución de energía eléctrica, entre otros."
74122,"Instalan, montan, ajustan, diagnostican y reparan electrodomésticos en edificios, residencias y establecimientos comerciales. Se pueden desempeñar en talleres de mantenimiento de línea blanca, empresas fabricantes, entre otros."
74123,"Instalan, montan, ajustan y reparan maquinaria eléctrica, motores eléctricos, transformadores, interruptores, ascensores, escaleras automáticas y otros aparatos. Se pueden desempeñar en talleres de reparación eléctrica, plantas manufactureras, fabricantes de equipo y maquinaria industrial, entre otros."
74130,"Instalan, construyen y reparan líneas aéreas y subterráneas de sistemas de distribución, transmisión y suministro de energía eléctrica. Se pueden desempeñar en empresas de servicios públicos, compañías de generación, transmisión y distribución de energía, entre otros."
74210,"Instalan, mantienen, ajustan, diagnostican y reparan dispositivos electrónicos, tales como señales de tráfico, sistemas de aeronavegación, equipos audiovisuales, máquinas tragamonedas, expendedoras comerciales, y demás mecanismos electrónicos. Se pueden desempeñar en talleres de mantenimiento electrónico, compañías de aeronáutica, aerolíneas, entre otros."
74221,"Instalan, reparan y mantienen líneas y redes de telecomunicaciones, transmisión de datos, cables, antenas y conductos. Se pueden desempeñar en compañías de telecomunicaciones, proveedores de infraestructura de telecomunicaciones, entre otros."
74222,"Apoyan labores relacionadas con Instalación, prueba, mantenimiento y reparación de equipos de cómputo, periféricos, líneas y redes de telecomunicaciones. Se pueden desempeñar en compañías de telecomunicación, proveedores de infraestructura de telecomunicaciones, entre otros."
74223,"Instalan, mantienen y reparan sistemas de transmisión, distribución y señal de televisión por cable y equipos asociados, en residencias e instalaciones comerciales. Se pueden desempeñar en empresas de servicio de TV por cable, entre otros."
75110,"Sacrifican animales, limpian y preparan cortes, retiran huesos, conservan carne, pollo, pescado y otros productos cárnicos secándolos, salándolos o ahumándolos. Se pueden desempeñar en supermercados, carnicerías, pescaderías, establecimientos de sacrificio, preparación y empaque de carne y aves, entre otros."
75121,"Elaboran diversas clases de pan, pasteles, galletas y otros productos a base de harina, al igual que chocolates, dulces elaborados a mano, para su comercialización y confites en general. Se pueden desempeñar en panaderías, supermercados, hoteles, restaurantes y fabricas entre otros."
75122,"Transforman la caña panelera en productos como panela, jugos concentrados, mieles y derivados. Manejan los procesos de molienda y limpieza de jugos de caña, concentración, inversión de mieles, estabilización, moldeo y terminado de panela en sus diferentes presentaciones. Verifican la calidad del producto y las materias primas, realizan acciones de limpieza y desinfección de plantas, herramientas y equipos para el proceso. Se pueden desempeñar en unidades y plantas de producción de panela, trapiches, centros de acopio de panela, centrales de mieles, unidades de apoyo técnico, entre otros."
75130,"Operan maquinaria y equipos para elaborar y empacar productos derivados lácteos como mantequilla, crema, queso, yogurt, helados y otros productos lácticos. Se pueden desempeñar en plantas de procesamiento de lácteos, queserías, entre otros."
75140,"Preparan o conservan frutas, nueces y alimentos relacionados de varias maneras, incluyendo: cocción, secado y salazón o extracción de jugo (zumo) o aceite, operan maquinaria de control de proceso multifuncional o máquinas de función simple para elaborar conservas, deshidratación, fermentación, entre otros de alimentos y bebidas. Se pueden desempeñar en plantas de procesamiento de frutas y verduras, entre otros."
75150,"Inspeccionan, prueban y clasifican productos agrícolas, acuícolas, alimentos y bebidas en diversas fases de elaboración para garantizar la conformidad con los estándares de calidad. Se pueden desempeñar en plantas de procesamiento de frutas, vegetales, lecherías, panaderías, ingenios, plantas procesadoras de carne y pescado, cervecerías, entre otros."
75160,"Clasifican, curan, secan y preparan hojas de tabaco para la fabricación manual de diversos productos como picaduras, cigarros y artículos relacionados. Se pueden desempeñar en empresas fabricantes de cigarrillos, tabacaleras, entre otros."
75210,"Operan, controlan y mantienen equipos y máquinas como aserradoras, cepilladoras, trozadoras, cortadoras, desbastadoras, secadoras, hornos y tanques para el tratamiento de madera en diferentes tamaños y grosores, igualmente, clasifican, preservan y separan la madera de acuerdo con estándares de calidad. Se pueden desempeñar en aserraderos, plantas de tratamiento y procesamiento de madera, entre otros."
75220,"Fabrican, decoran y reparan muebles, gabinetes, elementos de vehículos, equipos, plantillas, maquetas, accesorios y otros productos de madera utilizando máquinas de cortar, moldear, ensamblar, labrar madera y herramientas manuales de uso especial. Se pueden desempeñar en talleres de madera, fábricas de muebles, entre otros."
75230,"Preparan, programan, operan y atienden máquinas, equipos, herramientas y aparatos de precisión que se utilizan para aserrar, limar, cepillar, perforar, tornear y tallar con el fin de fabricar o reparar piezas de madera para muebles, accesorios y otros productos. Se pueden desempeñar en fábricas de muebles, empresas de fabricación productos de madera, entre otros."
75310,"Confeccionan, ajustan, modifican o reparan prendas de vestir, artículos y accesorios hechas a mano o máquinas de coser. Confeccionan a medida prendas como trajes, abrigos y vestidos o hacen sombreros con telas, cueros finos, pieles y otros materiales, según las especificaciones de los clientes y de los fabricantes de prendas de vestir. Se pueden desempeñar en talleres de modistería, sastrería, empresas de confección, entre otros."
75321,"Crean patrones para la producción de prendas de vestir, calzado, marroquinería y otros productos textiles, cuero o piel, y escalan patrones, verifican prototipos y gradúan tallas para prendas de vestir y calzado. Se pueden desempeñar en fábricas de productos textiles, confección, calzado, marroquinería, entre otros."
75322,"Trazan, tienden, marcan, cortan y recortan tela, cuero y piel para confeccionar prendas de vestir, partes para calzado, marroquinería y otros artículos relacionados siguiendo patrones o especificaciones. Se pueden desempeñar en fábricas de confección textil, peleterías, fábricas de calzado, marroquinería, entre otros."
75330,"Cosen, reparan, renuevan y bordan prendas de vestir, guantes u otros productos de tela, cueros finos y otros materiales; confeccionan velas para barcos, carpas, toldos y otros artículos de lona impermeable. Su trabajo lo hacen principalmente a mano, con aguja e hilo, pero pueden realizar algunas tareas con máquina de coser. Se pueden desempeñar en talleres de modistería, sastrería, empresas de confección, entre otros."
75340,"Instalan, reparan y sustituyen tapicerías de muebles, accesorios, artículos de ortopedia, asientos, paneles, capotas y otros elementos de automóviles utilizando tela, cuero, cuero artificial u otros materiales de tapizado. También confeccionan y arreglan cojines, edredones y colchones. Se pueden desempeñar en fábricas de muebles, empresas de colchones, talleres de restauración de muebles, empresas de tapizado automotriz, entre otros."
75350,"Preparan, raspan, limpian, curten y tinturan cueros, pieles o pellejos de animal para producir cuero y pieles utilizados en la confección y manufactura. Se pueden desempeñar en curtiembres y otros establecimientos de tratamiento y tinturado de pieles y cuero, entre otros."
75360,"Confeccionan, fabrican, modifican, reparan, refuerzan y dan acabado a calzado normal, especial, a medida, ortopédico y otros artículos como maletas, bolsos de mano, cinturones (exceptuando prendas de vestir, sombreros y guantes) de cuero natural o artificial, asimismo, participan en la fabricación y decoración de zapatos, maletas, bolsos de mano, cinturones y artículos similares. Se pueden desempeñar en establecimientos de fabricación de calzado, marroquinerías, zapaterías, entre otros."
75410,"Realizan actividades bajo el agua con o sin la ayuda de aparatos de respiración en inmersión para inspeccionar, instalar, reparar y desmontar instalaciones y equipos, llevar a cabo pruebas o experimentos, colocar explosivos, fotografiar estructuras o formas de vida marina, recolectar diversas especies acuáticas con fines comerciales o de investigación, buscar y salvar a personas y recuperar cadáveres y objetos. Se pueden desempeñar en empresas comerciales de buceo y constructoras de barcos, entre otros."
75420,"Colocan, montan y detonan explosivos en minas, canteras, obras civiles, construcción de túneles, pasadizos, pozos de ventilación y obras de demolición. Se pueden desempeñar en empresas de explotación minera, canteras, compañías constructoras, entre otros."
75431,"Preparan muestras, examinan y clasifican productos textiles para descubrir defectos, desgastes y desviaciones para asegurar que se cumplan los estándares de calidad y especificaciones. Se pueden desempeñar en empresas textilerías, entre otros."
75432,"Inspeccionan y clasifican pieles, cueros, prendas de vestir y otros productos manufacturados de tela, cuero o piel para asegurar que se cumplan los estándares de calidad y especificaciones. Se pueden desempeñar en curtiembres, empresas de confección, calzado y marroquinería, entre otros."
75433,"Inspeccionan y miden madera aserrada, tablas, enchapes y productos similares de madera para identificar defectos, garantizar la conformidad con especificaciones y clasificar productos de acuerdo con estándares. Se pueden desempeñar en aserraderos y establecimientos donde se procesa la madera, entre otros."
